t_wall,t_rel,x,y,z,yaw,speed_est
1776226219.1098783,1.901015281677246,1.0,-1.0148711405032661e-20,0.0049606676772304325,1.0149244292242457e-19,0.0
1776226219.1126025,1.9037394523620605,1.0,-1.140486941873498e-20,0.004961834641695797,1.0149949916457724e-19,0.00042837421012927024
1776226219.1250782,1.916215181350708,1.0,-1.510557876090264e-20,0.004962966946149328,1.0192821047325615e-19,9.076058437638138e-05
1776226219.1374953,1.9286322593688965,1.0,-1.920901153098622e-20,0.004964065620025371,1.0256524662743266e-19,8.848087081622849e-05
1776226219.1491492,1.9402861595153809,1.0,-1.986959611617234e-20,0.0049651316621901476,1.0250197657252791e-19,9.147514148716628e-05
1776226219.1610377,1.9521746635437012,1.0,-1.6834187367724e-20,0.004966166041835348,1.0334632622050017e-19,8.700671192407555e-05
1776226219.1729538,1.9640908241271973,1.0,-1.8532500519073833e-20,0.004967169699367149,1.0356196299389448e-19,8.422658663991696e-05
1776226219.1851945,1.9763314723968506,1.0,-2.3229745428648914e-20,0.004968461692664236,1.0411376173477071e-19,0.00010554941769632444
1776226219.197751,1.9888880252838135,1.0,-2.3070052146973012e-20,0.004969702776268695,1.0413149946294752e-19,9.883951556059013e-05
1776226219.2090554,2.000192403793335,1.0,-2.3070052146973012e-20,0.004969702776268695,1.0413149946294752e-19,0.0
1776226219.222229,2.0133659839630127,1.0,-2.9920670438838314e-20,0.004970894956228031,1.0529841768541853e-19,9.04977951309151e-05
1776226219.2334201,2.024557113647461,1.0,-2.729666072007081e-20,0.0049720401595387455,1.1102500626541748e-19,0.00010233134125022151
1776226219.2454674,2.036604404449463,1.0,-2.746103400138688e-20,0.00497314073605513,1.0696009647231561e-19,9.135468998570447e-05
1776226219.2572844,2.0484213829040527,1.0,-2.746103400138688e-20,0.00497314073605513,1.0696009647231561e-19,0.0
1776226219.2697563,2.0608932971954346,1.0,-2.7472016646629067e-20,0.0049741986930665165,1.0672414714230796e-19,8.482715537240975e-05
1776226219.2811007,2.072237730026245,1.0,-2.7549754897671875e-20,0.004975215248311035,1.0657359090118813e-19,8.960829154520643e-05
1776226219.2935135,2.0846505165100098,1.0,-2.7549754897671875e-20,0.004975215248311035,1.0657359090118813e-19,0.0
1776226219.3054476,2.0965845584869385,1.0,-2.7523421230788355e-20,0.004976429910810528,1.0647111292647756e-19,0.00010178131615769752
1776226219.3175933,2.1087303161621094,1.0,-2.7499618927465626e-20,0.004977585072214584,1.0643820362675627e-19,9.510822090724323e-05
1776226219.3303537,2.121490716934204,1.0,-2.7499618927465626e-20,0.004977585072214584,1.0643820362675627e-19,0.0
1776226219.3417559,2.1328928470611572,1.0,-2.750864187347299e-20,0.004978683625193137,1.0644001849211009e-19,9.63462937470309e-05
1776226219.3543425,2.145479440689087,1.0,-2.750864187347299e-20,0.004978683625193137,1.0644001849211009e-19,0.0
1776226219.3658543,2.1569912433624268,1.0,-2.751983888603583e-20,0.004979728339353549,1.0644171264968333e-19,9.075156950276836e-05
1776226219.3776855,2.1688225269317627,1.0,-2.751983888603583e-20,0.004979728339353549,1.0644171264968333e-19,0.0
1776226219.3890994,2.180236339569092,1.0,-2.7531973709058685e-20,0.004980914633839663,1.0644757813046705e-19,0.00010393498857995584
1776226219.4012444,2.1923813819885254,1.0,-2.7531973709058685e-20,0.004980914633839663,1.0644757813046705e-19,0.0
1776226219.4132316,2.2043685913085938,1.0,-2.753602686828364e-20,0.004982031506607367,1.0644520550742849e-19,9.31720417890405e-05
1776226219.4255536,2.2166905403137207,1.0,-2.753602686828364e-20,0.004982031506607367,1.0644520550742849e-19,0.0
1776226219.4370477,2.228184700012207,1.0,-2.754827777527957e-20,0.004983083020154289,1.0644338921809066e-19,9.148242015992282e-05
1776226219.449507,2.2406439781188965,1.0,-2.754827777527957e-20,0.004983083020154289,1.0644338921809066e-19,0.0
1776226219.4616349,2.2527718544006348,1.0,-4.0786252365568866e-20,0.004984232502700256,6.302835358856888e-20,9.478020052844794e-05
1776226219.4735057,2.2646427154541016,1.0,-4.0786252365568866e-20,0.004984232502700256,6.302835358856888e-20,0.0
1776226219.485517,2.276654005050659,1.0,-9.366604271963995e-20,0.004985304480014747,2.0648678150536403e-19,8.924747887170269e-05
1776226219.497064,2.288201093673706,1.0,-9.366604271963995e-20,0.004985304480014747,2.0648678150536403e-19,0.0
1776226219.5096757,2.3008127212524414,1.0,-9.366604271963995e-20,0.004985304480014747,2.0648678150536403e-19,0.0
1776226219.5211458,2.3122828006744385,1.0,-2.0193168901461238e-19,0.004986441438802624,5.071536702696256e-19,9.912388101659123e-05
1776226219.5332544,2.3243913650512695,1.0,-2.0193168901461238e-19,0.004986441438802624,5.071536702696256e-19,0.0
1776226219.5456007,2.336737632751465,1.0,-2.0193168901461238e-19,0.004986441438802624,5.071536702696256e-19,0.0
1776226219.5568347,2.3479716777801514,1.0,-3.7327372535384246e-19,0.004987490978270474,4.895498827868852e-19,9.342489416501881e-05
1776226219.5695662,2.360703229904175,1.0,-3.7327372535384246e-19,0.004987490978270474,4.895498827868852e-19,0.0
1776226219.5814986,2.37263560295105,1.0,-3.7327372535384246e-19,0.004987490978270474,4.895498827868852e-19,0.0
1776226219.5933242,2.3844611644744873,1.0,-6.5162407649218165e-19,0.004988575411195149,1.0751015614260846e-19,9.170244664713415e-05
1776226219.6052918,2.3964288234710693,1.0,-6.5162407649218165e-19,0.004988575411195149,1.0751015614260846e-19,0.0
1776226219.617368,2.4085049629211426,1.0,-6.5162407649218165e-19,0.004988575411195149,1.0751015614260846e-19,0.0
1776226219.628655,2.4197919368743896,1.0,-1.0530377447389857e-18,0.004989670610350919,-9.506202488584361e-20,9.703213282019657e-05
1776226219.640586,2.43172287940979,1.0,-1.0530377447389857e-18,0.004989670610350919,-9.506202488584361e-20,0.0
1776226219.6532185,2.4443554878234863,1.0,-1.0530377447389857e-18,0.004989670610350919,-9.506202488584361e-20,0.0
1776226219.6693654,2.4605023860931396,1.0,-1.0530377447389857e-18,0.004989670610350919,-9.506202488584361e-20,0.0
1776226219.6829524,2.4740893840789795,1.0,-1.5343889990518569e-18,0.004990754014834735,-3.2774464448580424e-19,7.973832666679961e-05
1776226219.6968338,2.4879708290100098,1.0,-1.5343889990518569e-18,0.004990754014834735,-3.2774464448580424e-19,0.0
1776226219.707508,2.498645067214966,1.0,-1.5343889990518569e-18,0.004990754014834735,-3.2774464448580424e-19,0.0
1776226219.7183146,2.5094516277313232,1.0,-1.5343889990518569e-18,0.004990754014834735,-3.2774464448580424e-19,0.0
1776226219.7330532,2.5241901874542236,1.0,-2.036822900753054e-18,0.004991805476452978,-3.618927658738791e-19,7.134086627265253e-05
1776226219.7421865,2.5333235263824463,1.0,-2.036822900753054e-18,0.004991805476452978,-3.618927658738791e-19,0.0
1776226219.7548025,2.5459394454956055,1.0,-2.036822900753054e-18,0.004991805476452978,-3.618927658738791e-19,0.0
1776226219.7657883,2.5569252967834473,1.0,-2.036822900753054e-18,0.004991805476452978,-3.618927658738791e-19,0.0
1776226219.7783546,2.5694916248321533,1.0,-2.0354944930850603e-18,0.004992809133311603,-3.6189339766075027e-19,7.986874564590236e-05
1776226219.791138,2.582274913787842,1.0,-2.0354944930850603e-18,0.004992809133311603,-3.6189339766075027e-19,0.0
1776226219.8017871,2.592924118041992,1.0,-2.0354944930850603e-18,0.004992809133311603,-3.6189339766075027e-19,0.0
1776226219.8213365,2.612473487854004,1.0,-2.0354944930850603e-18,0.004992809133311603,-3.6189339766075027e-19,0.0
