t_wall,t_rel,x,y,z,yaw,speed_est
1774739681.1079257,3.72198486328125,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.1090775,3.7231366634368896,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.1286767,3.7427358627319336,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.1398652,3.7539243698120117,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.1537979,3.767857074737549,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.1704252,3.784484386444092,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.2303941,3.8444533348083496,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.2307682,3.84482741355896,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.2309701,3.845029354095459,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.2430508,3.857110023498535,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.2684712,3.882530450820923,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.2851715,3.899230718612671,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.29862,3.9126791954040527,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.3059504,3.9200096130371094,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.3356068,3.9496660232543945,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.4197063,4.033765554428101,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.4205384,4.034597635269165,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.4208114,4.034870624542236,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.4210088,4.035068035125732,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.4211986,4.035257816314697,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.4282634,4.042322635650635,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.4488916,4.062950849533081,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.4587631,4.072822332382202,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.4646761,4.0787353515625,-0.007658085085274463,-0.020725866800951426,0.0016971035397700118,-0.0007323107744744669,0.0
1774739681.5165172,4.1305763721466064,-0.007658084296899014,-0.02072587108712582,0.0016986611417040207,-0.0007326923397803901,3.004585969303006e-05
1774739681.5299056,4.143964767456055,-0.0076586937751498795,-0.02072649706854488,0.0017010802582937204,-0.0007300053307609922,0.0001921104066675227
1774739681.535907,4.149966239929199,-0.007658300791145025,-0.020726903764326118,0.001703222783273041,-0.0007274764535438559,0.0003692274964731068
1774739681.5536218,4.167680978775024,-0.007657180212818736,-0.020725753158775725,0.0017053508889951288,-0.0007246640264400934,0.00015050532775722267
1774739681.5891523,4.203211545944214,-0.007657137428734818,-0.020725748931085832,0.001707601620889919,-0.0007230267904720965,6.335790976167356e-05
1774739681.6037376,4.217796802520752,-0.007655115144700729,-0.02072941028054757,0.0017141675478309637,-0.0007391200563033709,0.0005337594310786184
1774739681.6199625,4.2340216636657715,-0.007654959550364078,-0.02072798891361248,0.0017281561290656555,-0.0007328096020791106,0.0008666618746739334
1774739681.6298375,4.243896722793579,-0.0076585163493848585,-0.020724598634736156,0.0017464315525825835,-0.0007182550049783871,0.001916391487317078
1774739681.6855145,4.299573659896851,-0.0076585163493848585,-0.020724598634736156,0.0017464315525825835,-0.0007182550049783871,0.0
1774739681.6861007,4.300159931182861,-0.007668261882590407,-0.020717438661488986,0.0017628982361548515,-0.0006888826563736823,0.03484765781214029
1774739681.6939254,4.3079845905303955,-0.0076738792373963124,-0.020714993838936754,0.001779358679160653,-0.0006794883604528083,0.002244639858077454
1774739681.6956794,4.309738636016846,-0.007673232261762103,-0.02071553293540986,0.001795600472305016,-0.0006801569380841179,0.009272057798221428
1774739681.7109678,4.325026988983154,-0.007671805358804207,-0.020717091095696607,0.0018125776059866247,-0.0006864405043819475,0.0011190281291644298
1774739681.7400973,4.354156494140625,-0.0076693466343737806,-0.0207207676458333,0.0018258143184732012,-0.0006960360780062433,0.0004791055071124591
1774739681.7642045,4.378263711929321,-0.007663494767319583,-0.020726745136307678,0.0018409598890129567,-0.0007218102496422155,0.0007177149689524922
1774739681.7767441,4.390803337097168,-0.007671696115408651,-0.020731667582932045,0.0018588392034272483,-0.0007462056920981687,0.0016170452800605365
1774739681.7928236,4.4068827629089355,-0.007693571138605293,-0.02073594461089393,0.0018818283184378545,-0.0007458304535406738,0.0019913924311252516
1774739681.811612,4.425671100616455,-0.007704011822150836,-0.020749037451391103,0.0019169741464002757,-0.0006979326306351593,0.002072108417924054
1774739681.8328059,4.446865081787109,-0.007704011822150836,-0.020749037451391103,0.0019169741464002757,-0.0006979326306351593,0.0
